order_id,order_date,region,customer_segment,category,sub_category,ship_mode,quantity,unit_price,discount,sales,profit
ORD-1529,2024-06-13,North,Consumer,Electronics,Headphones,Standard,5,224.77,0.0,1123.85,449.54
ORD-1530,2023-02-16,East,Consumer,Groceries,Bakery,Standard,1,13.65,0.1,12.28,4.09
ORD-1531,2024-05-04,South,Consumer,Electronics,Laptops,Express,1,159.29,0.1,143.36,47.79
ORD-1532,2023-04-26,East,Consumer,Furniture,Tables,Express,1,173.56,0.0,173.56,69.42
ORD-1533,2024-07-29,North,Consumer,Furniture,Beds,Standard,3,194.77,0.05,555.09,204.5
ORD-1534,2024-06-13,East,Consumer,Clothing,Shirts,Standard,2,31.88,0.05,60.57,22.31
ORD-1535,2023-11-29,South,Consumer,Groceries,Dairy,Standard,3,19.52,0.05,55.63,20.49
ORD-1536,2023-03-13,North,Corporate,Groceries,Bakery,Express,5,11.82,0.0,59.1,23.64
ORD-1537,2023-03-31,South,Consumer,Groceries,Bakery,Express,6,11.8,0.0,70.8,28.32
ORD-1538,2023-03-12,West,Corporate,Toys,Dolls,Express,4,47.44,0.0,189.76,75.9
ORD-1539,2024-09-09,North,Corporate,Toys,Dolls,Standard,4,28.6,0.1,102.96,34.32
ORD-1540,2023-06-13,West,Corporate,Furniture,Tables,Standard,7,174.78,0.1,1101.11,367.03
ORD-1541,2024-03-02,South,Consumer,Toys,Dolls,Standard,1,26.26,0.0,26.26,10.5
ORD-1542,2024-07-03,East,Corporate,Groceries,Dairy,Express,4,13.31,0.1,47.92,15.98
ORD-1543,2024-08-09,south,Consumer,Toys,Board Games,Same Day,5,40.64,0.2,162.56,40.64
ORD-1544,2024-09-09,South,Corporate,Groceries,Dairy,Express,3,19.74,0.2,47.38,11.85
ORD-1545,2023-10-15,West,Consumer,Furniture,Sofas,Express,1,192.08,0.05,182.48,67.23
ORD-1546,2023-01-16,East,Consumer,Toys,Puzzles,Standard,7,31.96,0.1,201.35,67.12
ORD-1547,2024-08-29,East,Small Business,Electronics,Phones,Standard,4,186.71,0.1,672.16,224.06
ORD-1548,2024-12-11,West,Consumer,Furniture,Tables,Standard,3,151.9,0.1,410.13,136.71
ORD-1549,2023-01-12,East,Consumer,Clothing,Shoes,Express,2,36.74,0.05,69.81,25.72
ORD-1550,2023-01-30,West,Corporate,Groceries,Beverages,Standard,5,10.27,0.1,46.22,15.41
ORD-1551,2024-01-09,North,Corporate,Furniture,Sofas,Standard,1,220.9,0.1,198.81,66.27
ORD-1552,2023-12-29,West,Consumer,Clothing,Shirts,Standard,4,37.49,0.0,149.96,59.98
ORD-1553,2024-06-05,West,Consumer,Electronics,Laptops,Express,1,290.01,0.1,261.01,87.0
ORD-1554,2024-11-06,East,Corporate,Clothing,Shoes,Standard,4,44.63,0.05,169.59,62.48
ORD-1555,2023-10-07,South,Consumer,Toys,Board Games,Express,6,41.53,0.1,224.26,74.75
ORD-1556,2023-11-10,West,Small Business,Groceries,Beverages,Same Day,5,18.97,0.15,80.62,23.71
ORD-1557,2024-12-29,West,Corporate,Electronics,Phones,Standard,7,302.64,0.0,2118.48,847.39
ORD-1558,2023-05-03,West,Consumer,Clothing,Shirts,Standard,4,33.23,0.0,132.92,53.17
ORD-1559,2024-08-21,South,Consumer,Toys,Puzzles,Standard,1,29.36,0.05,27.89,10.27
ORD-1560,2024-07-09,North,Small Business,Furniture,Chairs,Express,3,125.46,0.0,376.38,150.55
ORD-1561,2023-10-14,West,Consumer,Clothing,Shirts,Standard,7,27.25,0.1,171.68,57.23
ORD-1562,2023-09-08,North,Consumer,Groceries,Dairy,Standard,5,5.31,0.2,21.24,5.31
ORD-1563,2024-12-31,East,Consumer,Electronics,Cameras,Standard,3,315.73,0.1,852.47,284.16
ORD-1564,2024-07-19,South,Small Business,Clothing,Shirts,Same Day,2,55.32,0.05,105.11,38.73
ORD-1565,2023-05-09,North,Small Business,Electronics,Laptops,Standard,3,275.35,0.0,826.05,330.42
ORD-1566,2023-07-07,East,Consumer,Clothing,Shirts,Standard,3,49.37,0.05,140.7,51.83
ORD-1567,2023-04-12,East,Consumer,Clothing,Shirts,Standard,6,32.5,0.0,195.0,78.0
ORD-1568,2023-04-21,South,Consumer,Toys,Action Figures,Standard,3,41.15,0.05,117.28,43.21
ORD-1569,2023-10-26,North,Consumer,Toys,Dolls,Standard,7,54.16,0.2,303.3,75.83
ORD-1570,2023-07-26,South,Corporate,Clothing,Shoes,Standard,6,63.65,0.05,362.8,133.66
ORD-1571,2024-01-04,North,Small Business,Furniture,Beds,Standard,4,178.95,0.1,644.22,214.74
ORD-1572,2024-01-11,North,Small Business,Clothing,Jackets,Express,3,31.61,0.15,80.61,23.71
ORD-1573,2023-02-15,West,Consumer,Toys,Dolls,Express,6,40.46,0.0,242.76,97.1
ORD-1574,2023-04-26,West,Corporate,Groceries,Dairy,Standard,7,18.06,0.1,113.78,37.93
ORD-1575,2024-05-12,East,Consumer,Groceries,Dairy,Express,5,14.38,0.0,71.9,28.76
ORD-1576,2023-06-13,West,Small Business,Clothing,Shoes,Standard,7,26.16,0.05,173.96,64.09
ORD-1577,2023-08-05,South,Corporate,Clothing,Shoes,Express,6,19.75,0.05,112.57,41.47
ORD-1578,2024-02-26,East,Corporate,Electronics,Laptops,Same Day,7,244.19,0.05,1623.86,598.26
ORD-1579,2023-11-02,North,Consumer,Clothing,Trousers,Standard,2,25.66,0.0,51.32,20.53
ORD-1580,2024-10-05,South,Consumer,Clothing,Shoes,Standard,5,30.77,0.0,153.85,61.54
ORD-1581,2023-10-19,East,Corporate,Furniture,Beds,Standard,1,165.89,0.0,165.89,66.36
ORD-1582,2024-05-22,East,Consumer,Toys,Dolls,Standard,6,23.19,0.1,125.23,41.75
ORD-1583,2023-02-08,South,Consumer,Electronics,Cameras,Standard,4,262.94,0.15,894.0,262.94
ORD-1584,2024-06-13,East,Small Business,Furniture,Chairs,Standard,6,210.22,0.05,1198.25,441.46
ORD-1585,2024-08-29,North,Small Business,Toys,Board Games,Standard,4,22.68,0.2,72.58,18.15
ORD-1586,2023-06-04,North,Consumer,Electronics,Laptops,Standard,2,105.15,0.05,199.78,73.6
ORD-1587,2023-06-21,East,Small Business,Furniture,Sofas,,5,226.99,0.15,964.71,283.74
ORD-1588,2023-12-30,South,Consumer,Clothing,Jackets,Standard,6,40.31,0.0,241.86,96.74
ORD-1589,2024-01-18,East,Consumer,Furniture,Chairs,Standard,7,86.31,0.05,573.96,211.46
ORD-1590,2024-02-16,East,Consumer,Groceries,Dairy,Standard,5,16.95,0.1,76.28,25.43
ORD-1591,2024-04-24,East,Corporate,Clothing,Shoes,Standard,5,45.13,0.0,225.65,90.26
ORD-1592,2024-01-22,West,Consumer,Clothing,Shoes,Standard,5,52.36,0.05,248.71,91.63
ORD-1593,2024-06-03,East,Consumer,Furniture,Beds,Standard,5,161.98,0.05,769.4,283.46
ORD-1594,2023-01-16,West,Consumer,Toys,Puzzles,Standard,6,35.48,0.05,202.24,74.51
ORD-1595,2024-03-03,East,Consumer,Electronics,Laptops,Standard,1,289.32,0.0,289.32,115.73
ORD-1596,2023-01-12,West,Consumer,Electronics,Phones,Standard,3,196.22,0.1,529.79,176.59
ORD-1597,2024-03-02,South,Consumer,Electronics,Laptops,,2,153.66,0.1,276.59,92.2
ORD-1598,2023-11-15,East,Consumer,Electronics,Cameras,Express,4,383.62,0.0,1534.48,613.79
ORD-1599,2023-09-06,East,Small Business,Furniture,Beds,Standard,7,125.71,0.0,879.97,351.99
ORD-1600,2023-09-26,West,Consumer,Toys,Action Figures,Express,2,34.6,0.0,69.2,27.68
ORD-1601,2024-08-10,East,Consumer,Toys,Board Games,Express,3,47.42,0.0,142.26,56.9
ORD-1602,2024-06-21,West,Consumer,Toys,Dolls,Standard,7,24.62,0.0,172.34,68.94
ORD-1603,2024-11-29,West,Corporate,Electronics,Headphones,Express,1,330.84,0.2,264.67,66.17
ORD-1604,2024-09-02,East,Consumer,Furniture,Sofas,Express,6,241.49,0.0,1448.94,579.58
ORD-1605,2024-02-23,South,Consumer,Groceries,Snacks,Express,6,23.87,0.15,121.74,35.81
ORD-1606,2023-03-26,North,Consumer,Electronics,Phones,Standard,6,318.98,0.15,1626.8,478.47
ORD-1607,2024-10-19,North,Consumer,Electronics,Phones,Standard,4,329.34,0.0,1317.36,526.94
ORD-1608,2023-10-30,East,Corporate,Clothing,Shoes,Standard,5,50.55,0.05,240.11,88.46
ORD-1609,2024-06-16,West,Consumer,Furniture,Beds,Standard,4,121.82,0.0,487.28,194.91
ORD-1610,2024-09-20,West,Consumer,Groceries,Snacks,Standard,1,14.99,0.0,14.99,6.0
ORD-1611,2023-03-16,East,Consumer,Furniture,Beds,Standard,3,167.69,0.05,477.92,176.08
ORD-1612,2023-08-29,West,Consumer,Groceries,Snacks,Express,1,16.03,0.0,16.03,6.41
ORD-1613,2023-08-09,East,Corporate,Clothing,Jackets,Standard,1,52.89,0.05,50.25,18.52
ORD-1614,2024-04-25,West,Corporate,Furniture,Beds,Standard,5,288.64,0.05,1371.04,505.12
ORD-1615,2023-02-17,East,Consumer,Clothing,Jackets,Standard,4,23.57,0.05,89.57,33.0
ORD-1616,2024-08-22,North,Corporate,Groceries,Snacks,Standard,2,13.14,0.15,22.34,6.57
ORD-1617,2023-09-29,West,Corporate,Clothing,Shirts,Express,7,49.42,0.1,311.35,103.79
ORD-1618,2024-08-27,South,Corporate,Toys,Dolls,Standard,7,33.13,0.0,231.91,92.76
ORD-1619,2024-06-04,East,Small Business,Toys,Puzzles,Standard,4,21.71,0.05,82.5,30.4
ORD-1620,2023-09-25,West,Corporate,Toys,Board Games,Express,7,22.74,0.05,151.22,55.71
ORD-1621,2024-05-01,North,Consumer,Toys,Puzzles,Express,7,14.77,0.0,103.39,41.36
ORD-1622,2024-03-09,East,Consumer,Groceries,Bakery,Express,2,17.39,0.1,31.3,10.43
ORD-1623,2024-12-07,South,Consumer,Furniture,Sofas,Standard,5,267.61,0.0,1338.05,535.22
ORD-1624,2024-04-11,East,Corporate,Electronics,Cameras,Express,6,224.57,0.05,1280.05,471.6
ORD-1625,2024-06-25,North,Small Business,Clothing,Shirts,Standard,3,44.44,0.0,133.32,53.33
ORD-1626,2024-08-14,South,Consumer,Groceries,Dairy,Same Day,4,16.41,0.0,65.64,26.26
ORD-1627,2023-08-03,North,Consumer,Toys,Board Games,Express,3,33.66,0.05,95.93,35.34
ORD-1628,2023-04-25,East,Consumer,Furniture,Beds,Standard,6,135.08,0.1,729.43,243.14
ORD-1629,2023-08-10,East,Small Business,Clothing,Trousers,Standard,3,38.69,0.1,104.46,34.82
ORD-1630,2024-09-12,East,Consumer,Electronics,Phones,Express,5,360.55,0.0,1802.75,721.1
ORD-1631,2023-10-10,West,Corporate,Electronics,Headphones,Standard,1,349.87,0.1,314.88,104.96
ORD-1632,2023-10-25,South,Consumer,Toys,Action Figures,Standard,5,27.93,0.2,111.72,27.93
ORD-1633,2023-01-03,South,Consumer,Groceries,Dairy,Standard,5,6.29,0.15,26.73,7.86
ORD-1634,2023-04-05,west,Consumer,Electronics,Cameras,Express,7,169.04,0.2,946.62,236.65
ORD-1635,2023-09-28,East,Consumer,Furniture,Beds,Standard,7,115.07,0.15,684.67,201.38
ORD-1636,2024-05-02,West,Consumer,Toys,Dolls,Standard,4,29.45,0.05,111.91,41.23
ORD-1637,2023-12-15,South,Consumer,Furniture,Tables,Standard,5,191.96,0.05,911.81,335.93
ORD-1638,2023-01-14,South,Consumer,Clothing,Shoes,Express,5,21.36,0.05,101.46,37.38
ORD-1639,2023-01-22,West,Small Business,Clothing,Shirts,Express,3,60.95,0.05,173.71,64.0
ORD-1640,2024-03-17,North,Corporate,Furniture,Beds,Express,5,226.37,0.15,962.07,282.96
ORD-1641,2024-06-11,North,Consumer,Clothing,Shirts,Standard,1,34.38,0.0,34.38,13.75
ORD-1642,2024-09-03,North,Consumer,Furniture,Sofas,Standard,1,197.37,0.1,177.63,59.21
ORD-1643,2023-05-12,South,Consumer,Groceries,Snacks,Express,1,15.76,0.1,14.18,4.72
ORD-1644,2023-04-15,South,Consumer,Groceries,Bakery,Standard,1,11.21,0.0,11.21,4.48
ORD-1645,2023-01-18,North,Corporate,Toys,Action Figures,Express,1,38.4,0.15,32.64,9.6
ORD-1646,2023-07-01,South,Consumer,Clothing,Shoes,Standard,7,32.98,0.1,207.77,69.25
ORD-1647,2024-04-14,West,Small Business,Furniture,Chairs,Express,3,234.31,0.0,702.93,281.17
ORD-1648,2024-04-18,East,Consumer,Electronics,Headphones,Standard,3,210.6,0.0,631.8,252.72
ORD-1649,2023-03-06,west,Consumer,Electronics,Phones,Standard,6,327.24,0.05,1865.27,687.21
ORD-1650,2024-09-02,East,Small Business,Toys,Board Games,Standard,7,23.5,0.0,164.5,65.8
ORD-1651,2024-02-06,South,Consumer,Furniture,Chairs,Standard,6,163.15,0.15,832.06,244.72
ORD-1652,2024-07-21,West,Consumer,Clothing,Shirts,Express,4,60.52,0.05,229.98,84.73
ORD-1653,2023-02-23,West,Corporate,Furniture,Beds,Same Day,3,170.89,0.0,512.67,205.07
ORD-1654,2024-11-29,East,Consumer,Groceries,Snacks,,2,24.61,0.0,49.22,19.69
ORD-1655,2023-05-05,West,Corporate,Electronics,Phones,Express,4,155.22,0.1,558.79,186.26
ORD-1656,2024-05-15,East,Consumer,Furniture,Tables,Standard,5,159.33,0.15,677.15,199.16
ORD-1657,2023-08-07,North,Consumer,Electronics,Phones,Express,7,240.72,0.05,1600.79,589.77
ORD-1658,2024-12-20,East,Corporate,Toys,Board Games,Standard,7,40.64,0.1,256.03,85.34
ORD-1659,2024-07-26,South,Consumer,Groceries,Bakery,Standard,2,17.16,0.1,30.89,10.3
ORD-1660,2023-05-06,North,Consumer,Groceries,Snacks,Standard,1,19.41,0.05,18.44,6.79
ORD-1661,2024-07-27,North,Consumer,Clothing,Trousers,Standard,2,23.54,0.0,47.08,18.83
ORD-1662,2023-10-19,North,Consumer,Furniture,Sofas,Express,5,160.26,0.0,801.3,320.52
ORD-1663,2023-04-27,west,Consumer,Electronics,Phones,Standard,1,238.65,0.0,238.65,95.46
ORD-1664,2023-05-10,South,Corporate,Electronics,Cameras,Standard,6,263.0,0.0,1578.0,631.2
ORD-1665,2024-12-15,South,Small Business,Toys,Action Figures,Standard,5,21.39,0.15,90.91,26.74
ORD-1666,2024-07-07,North,Consumer,Groceries,Snacks,Standard,2,11.67,0.05,22.17,8.17
ORD-1667,2024-01-11,North,Consumer,Clothing,Trousers,Standard,4,54.3,0.0,217.2,86.88
ORD-1668,2024-06-14,South,Consumer,Furniture,Beds,Standard,5,176.54,0.0,882.7,353.08
ORD-1669,2023-09-30,West,Corporate,Groceries,Snacks,Standard,3,17.41,0.1,47.01,15.67
ORD-1670,2024-10-27,West,Corporate,Clothing,Trousers,Express,5,46.72,0.1,210.24,70.08
ORD-1671,2023-05-09,South,Consumer,Electronics,Phones,Standard,5,98.57,0.05,468.21,172.5
ORD-1672,2023-05-14,East,Corporate,Groceries,Bakery,Standard,2,12.06,0.0,24.12,9.65
ORD-1673,2024-12-24,West,Corporate,Clothing,Trousers,Same Day,6,28.83,0.1,155.68,51.89
ORD-1674,2024-07-14,West,Consumer,Groceries,Beverages,Express,5,20.14,0.0,100.7,40.28
ORD-1675,2024-07-31,East,Consumer,Furniture,Chairs,Express,6,246.87,0.0,1481.22,592.49
ORD-1676,2023-05-10,East,Small Business,Groceries,Bakery,Standard,6,18.53,0.05,105.62,38.91
ORD-1677,2024-11-04,South,Consumer,Groceries,Snacks,Express,6,16.99,0.0,101.94,40.78
ORD-1678,2023-06-29,South,Consumer,Clothing,Shoes,Standard,4,65.35,0.15,222.19,65.35
ORD-1679,2024-09-10,East,Corporate,Toys,Dolls,Standard,3,42.57,0.0,127.71,51.08
ORD-1680,2024-06-18,North,Corporate,Toys,Action Figures,Standard,2,35.67,0.1,64.21,21.41
ORD-1681,2024-06-30,South,Consumer,Furniture,Beds,Standard,1,78.66,0.1,70.79,23.59
ORD-1682,2024-10-18,East,Consumer,Clothing,Shoes,Standard,2,26.2,0.1,47.16,15.72
ORD-1683,2023-05-01,North,Consumer,Groceries,Beverages,Standard,2,16.56,0.05,31.46,11.59
ORD-1684,2024-01-27,East,Corporate,Toys,Puzzles,Express,3,58.37,0.0,175.11,70.04
ORD-1685,2024-06-05,West,Consumer,Toys,Dolls,Standard,4,19.89,0.05,75.58,27.84
ORD-1686,2024-03-13,South,Consumer,Furniture,Chairs,Standard,6,68.49,0.1,369.85,123.29
ORD-1687,2024-12-01,West,Small Business,Groceries,Beverages,Standard,6,15.13,0.05,86.24,31.77
ORD-1688,2023-08-30,West,Small Business,Clothing,Shoes,Standard,1,23.6,0.05,22.42,8.26
ORD-1689,2023-12-18,South,Consumer,Groceries,Bakery,Standard,4,17.67,0.0,70.68,28.27
ORD-1690,2023-01-25,South,Consumer,Clothing,Jackets,Standard,7,57.7,0.05,383.71,141.37
ORD-1691,2023-08-01,East,Consumer,Furniture,Tables,Standard,3,137.41,0.15,350.4,103.06
ORD-1692,2024-02-06,west,Consumer,Toys,Board Games,Standard,5,36.36,0.1,163.62,54.54
ORD-1693,2023-02-11,North,Consumer,Clothing,Shoes,Standard,3,72.98,0.0,218.94,87.58
ORD-1694,2023-05-20,North,Consumer,Furniture,Chairs,Same Day,5,230.05,0.0,1150.25,460.1
ORD-1695,2023-09-16,East,Consumer,Furniture,Beds,Express,2,299.03,0.0,598.06,239.22
ORD-1696,2024-10-29,North,Corporate,Furniture,Chairs,Standard,4,204.85,0.0,819.4,327.76
ORD-1697,2023-09-11,West,Consumer,Groceries,Snacks,Standard,3,15.88,0.15,40.49,11.91
ORD-1698,2023-06-18,South,Corporate,Toys,Board Games,Standard,3,21.31,0.0,63.93,25.57
ORD-1699,2024-12-10,East,Corporate,Electronics,Cameras,Same Day,7,375.89,0.0,2631.23,1052.49
ORD-1700,2024-05-10,North,Small Business,Toys,Action Figures,Standard,5,27.39,0.2,109.56,27.39
ORD-1701,2024-09-07,North,Consumer,Toys,Board Games,Standard,1,26.75,0.0,26.75,10.7
ORD-1702,2024-06-07,West,Consumer,Toys,Board Games,Express,2,20.11,0.05,38.21,14.08
ORD-1703,2023-06-30,West,Corporate,Electronics,Headphones,Same Day,3,356.54,0.0,1069.62,427.85
ORD-1704,2024-01-12,East,Consumer,Toys,Action Figures,Standard,7,28.81,0.0,201.67,80.67
ORD-1705,2024-02-24,North,Small Business,Toys,Puzzles,Standard,3,26.65,0.05,75.95,27.98
ORD-1706,2024-09-24,South,Consumer,Furniture,Chairs,Express,2,268.0,0.15,455.6,134.0
ORD-1707,2024-09-19,South,Consumer,Toys,Board Games,Express,1,26.65,0.0,26.65,10.66
ORD-1708,2024-11-16,East,Consumer,Furniture,Tables,Standard,7,214.35,0.0,1500.45,600.18
ORD-1709,2024-04-16,South,Small Business,Clothing,Jackets,Standard,2,20.52,0.05,38.99,14.37
ORD-1710,2024-01-02,East,Consumer,Toys,Puzzles,Standard,6,33.5,0.1,180.9,60.3
ORD-1711,2023-04-24,East,Consumer,Electronics,Laptops,Standard,5,242.89,0.05,1153.73,425.06
ORD-1712,2023-02-13,South,Consumer,Furniture,Sofas,Standard,7,180.69,0.05,1201.59,442.69
ORD-1713,2023-02-06,South,Corporate,Toys,Puzzles,Standard,4,34.32,0.0,137.28,54.91
ORD-1714,2023-01-19,East,Consumer,Toys,Dolls,Standard,7,40.27,0.2,225.51,56.38
ORD-1715,2023-02-11,East,Small Business,Electronics,Phones,Standard,6,216.84,0.0,1301.04,520.42
ORD-1716,2023-05-08,West,Consumer,Clothing,Shirts,Same Day,1,55.34,0.0,55.34,22.14
ORD-1717,2023-03-10,South,Consumer,Furniture,Chairs,Express,6,215.3,0.05,1227.21,452.13
ORD-1718,2023-05-27,North,Consumer,Groceries,Beverages,Express,4,21.26,0.05,80.79,29.77
ORD-1719,2023-09-23,East,Consumer,Electronics,Phones,Express,7,274.47,0.0,1921.29,768.52
ORD-1720,2023-08-26,South,Consumer,Groceries,Bakery,Same Day,6,16.1,0.2,77.28,19.32
ORD-1721,2023-01-19,north,Consumer,Electronics,Phones,Standard,1,168.23,0.05,159.82,58.88
ORD-1722,2023-06-02,North,Consumer,Toys,Board Games,Standard,7,27.69,0.1,174.45,58.15
ORD-1723,2023-07-17,North,Consumer,Clothing,Shirts,Express,5,33.54,0.1,150.93,50.31
ORD-1724,2023-07-30,East,Consumer,Furniture,Tables,Standard,4,161.68,0.1,582.05,194.02
ORD-1725,2024-02-27,South,Consumer,Furniture,Chairs,Standard,4,91.3,0.0,365.2,146.08
ORD-1726,2024-01-23,South,Consumer,Electronics,Phones,Express,6,268.32,0.0,1609.92,643.97
ORD-1727,2023-02-26,South,Consumer,Clothing,Trousers,Express,3,21.75,0.0,65.25,26.1
ORD-1728,2024-10-02,East,Consumer,Groceries,Snacks,Standard,5,21.49,0.1,96.7,32.23
ORD-1729,2023-11-17,North,Consumer,Toys,Action Figures,Standard,3,30.61,0.0,91.83,36.73
ORD-1730,2023-04-13,South,Corporate,Groceries,Beverages,Standard,1,19.37,0.05,18.4,6.78
ORD-1731,2024-03-03,West,Consumer,Furniture,Sofas,Standard,7,250.39,0.05,1665.09,613.45
ORD-1732,2024-12-13,South,Consumer,Clothing,Jackets,Standard,3,17.35,0.0,52.05,20.82
ORD-1733,2023-06-08,South,Consumer,Groceries,Snacks,Express,1,12.32,0.0,12.32,4.93
ORD-1734,2024-11-27,North,Corporate,Groceries,Beverages,Standard,2,15.38,0.05,29.22,10.76
ORD-1735,2023-04-18,West,Consumer,Furniture,Chairs,Standard,3,266.13,0.05,758.47,279.44
ORD-1736,2024-05-17,South,Consumer,Furniture,Tables,Express,6,207.46,0.1,1120.28,373.42
ORD-1737,2023-12-23,East,Small Business,Furniture,Beds,Express,3,156.76,0.0,470.28,188.11
ORD-1738,2023-11-28,North,Corporate,Toys,Dolls,Standard,1,26.56,0.0,26.56,10.62
ORD-1739,2024-12-23,South,Consumer,Toys,Dolls,Standard,5,23.88,0.0,119.4,47.76
ORD-1740,2024-05-30,East,Consumer,Clothing,Jackets,Standard,4,29.35,0.05,111.53,41.09
ORD-1741,2024-04-05,South,Consumer,Groceries,Beverages,Express,4,21.12,0.0,84.48,33.79
ORD-1742,2023-12-21,South,Consumer,Electronics,Phones,Standard,2,341.52,0.05,648.89,239.07
ORD-1743,2023-04-17,West,Consumer,Clothing,Jackets,Express,4,27.08,0.15,92.07,27.08
ORD-1744,2023-01-13,North,Consumer,Electronics,Phones,Standard,6,79.8,0.05,454.86,167.58
ORD-1745,2023-06-22,West,Consumer,Clothing,Jackets,Standard,7,28.91,0.0,202.37,80.95
ORD-1746,2023-04-26,West,Consumer,Furniture,Sofas,Standard,7,201.91,0.05,1342.7,494.68
ORD-1747,2024-03-16,West,Consumer,Furniture,Tables,Standard,1,169.62,0.05,161.14,59.37
ORD-1748,2023-11-22,East,Corporate,Toys,Puzzles,Standard,7,32.3,0.05,214.79,79.13
ORD-1749,2024-08-06,West,Consumer,Toys,Action Figures,Express,5,37.16,0.0,185.8,74.32
ORD-1750,2023-06-15,South,Consumer,Toys,Action Figures,Standard,4,25.77,0.1,92.77,30.92
ORD-1751,2023-08-13,West,Consumer,Clothing,Shoes,Express,3,20.5,0.15,52.28,15.38
ORD-1752,2023-04-02,North,Corporate,Toys,Puzzles,Express,2,38.96,0.0,77.92,31.17
ORD-1753,2024-03-01,South,Consumer,Toys,Puzzles,Express,5,16.41,0.1,73.84,24.61
ORD-1754,2023-06-03,West,Consumer,Clothing,Shirts,Express,4,29.19,0.1,105.08,35.02
ORD-1755,2024-03-17,North,Corporate,Clothing,Jackets,Same Day,6,28.43,0.0,170.58,68.23
ORD-1756,2023-06-13,South,Small Business,Clothing,Jackets,,1,20.16,0.15,17.14,5.04
ORD-1757,2024-04-30,East,Consumer,Groceries,Dairy,Express,4,16.19,0.05,61.52,22.66
ORD-1758,2024-08-03,South,Consumer,Electronics,Laptops,Same Day,6,145.78,0.15,743.48,218.67
ORD-1759,2024-05-09,South,Corporate,Electronics,Headphones,Express,5,328.07,0.1,1476.32,492.11
ORD-1760,2023-08-18,West,Consumer,Groceries,Beverages,Express,5,16.93,0.05,80.42,29.63
ORD-1761,2023-11-07,South,Corporate,Clothing,Shirts,Express,2,31.4,0.05,59.66,21.98
ORD-1762,2023-12-24,West,Consumer,Electronics,Headphones,Standard,1,234.06,0.05,222.36,81.92
ORD-1763,2023-09-28,North,Corporate,Furniture,Tables,Express,5,243.66,0.0,1218.3,487.32
ORD-1764,2023-12-08,North,Consumer,Electronics,Cameras,Standard,1,345.07,0.05,327.82,120.78
ORD-1765,2023-09-06,North,Consumer,Clothing,Trousers,Express,3,43.46,0.1,117.34,39.11
ORD-1766,2024-12-27,South,Consumer,Toys,Action Figures,Standard,1,37.65,0.0,37.65,15.06
ORD-1767,2024-03-01,South,Consumer,Groceries,Snacks,Express,2,16.88,0.05,32.07,11.81
ORD-1768,2024-07-31,South,Corporate,Furniture,Tables,Standard,4,214.44,0.05,814.87,300.21
ORD-1769,2023-07-28,North,Consumer,Clothing,Shirts,Standard,7,45.4,0.1,286.02,95.34
ORD-1770,2023-11-27,South,Consumer,Groceries,Snacks,Standard,3,11.97,0.05,34.11,12.56
ORD-1771,2023-07-26,East,Corporate,Electronics,Laptops,Standard,4,201.96,0.05,767.45,282.75
ORD-1772,2024-04-27,East,Consumer,Toys,Board Games,Standard,3,37.82,0.05,107.79,39.71
ORD-1773,2024-12-16,North,Consumer,Electronics,Laptops,Express,1,103.32,0.05,98.15,36.16
ORD-1774,2024-10-05,North,Small Business,Groceries,Beverages,Express,6,10.82,0.0,64.92,25.97
ORD-1775,2024-03-14,South,Consumer,Electronics,Cameras,Standard,3,205.7,0.0,617.1,246.84
ORD-1776,2024-09-10,North,Consumer,Toys,Dolls,Standard,6,42.12,0.0,252.72,101.09
ORD-1777,2024-09-03,East,Consumer,Groceries,Dairy,Standard,5,9.32,0.05,44.27,16.31
ORD-1778,2023-07-07,East,Small Business,Clothing,Shirts,,3,53.09,0.1,143.34,47.78
ORD-1779,2024-05-09,South,Consumer,Clothing,Trousers,Express,5,54.4,0.1,244.8,81.6
ORD-1780,2024-01-23,East,Consumer,Groceries,Snacks,Standard,2,11.02,0.15,18.73,5.51
ORD-1781,2023-03-10,north,Corporate,Toys,Board Games,Standard,2,31.46,0.0,62.92,25.17
ORD-1782,2024-11-27,South,Corporate,Toys,Action Figures,Standard,1,43.05,0.0,43.05,17.22
ORD-1783,2023-08-19,East,Consumer,Clothing,Shoes,Standard,6,22.89,0.0,137.34,54.94
ORD-1784,2024-12-22,West,Corporate,Furniture,Sofas,Same Day,6,142.94,0.1,771.88,257.3
ORD-1785,2023-02-21,West,Corporate,Toys,Dolls,Express,5,22.41,0.2,89.64,22.41
ORD-1786,2024-10-10,North,Consumer,Furniture,Beds,Standard,1,223.68,0.0,223.68,89.47
ORD-1787,2024-01-21,West,Consumer,Clothing,Shoes,Standard,4,32.99,0.0,131.96,52.78
ORD-1788,2024-04-15,North,Consumer,Electronics,Laptops,Express,2,315.66,0.0,631.32,252.53
ORD-1789,2024-08-03,West,Corporate,Furniture,Tables,Same Day,7,217.54,0.0,1522.78,609.11
ORD-1790,2023-10-13,East,Consumer,Clothing,Shirts,Express,2,56.5,0.15,96.05,28.25
ORD-1791,2024-12-16,South,Consumer,Electronics,Cameras,Same Day,2,226.37,0.0,452.74,181.1
ORD-1792,2024-09-07,West,Small Business,Groceries,Beverages,Standard,4,18.09,0.05,68.74,25.32
ORD-1793,2024-09-01,North,Consumer,Electronics,Headphones,Express,3,187.08,0.05,533.18,196.44
